<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
GAZP,0,20160126,100018,130.840000000,2400
GAZP,0,20160126,100018,130.840000000,700
GAZP,0,20160126,100018,130.860000000,150
GAZP,0,20160126,100018,130.920000000,500
GAZP,0,20160126,100018,130.930000000,1710
GAZP,0,20160126,100018,130.930000000,2280
GAZP,0,20160126,100019,130.710000000,100
GAZP,0,20160126,100019,130.860000000,100
GAZP,0,20160126,100019,130.710000000,190
GAZP,0,20160126,100019,130.710000000,200
GAZP,0,20160126,100019,130.700000000,60
GAZP,0,20160126,100019,130.700000000,110
GAZP,0,20160126,100019,130.700000000,10
GAZP,0,20160126,100019,130.700000000,340
GAZP,0,20160126,100019,130.840000000,380
GAZP,0,20160126,100019,130.850000000,100
GAZP,0,20160126,100019,130.850000000,1440
GAZP,0,20160126,100019,130.920000000,440
GAZP,0,20160126,100019,130.930000000,100
GAZP,0,20160126,100019,130.940000000,1790
GAZP,0,20160126,100020,130.850000000,200
GAZP,0,20160126,100020,130.930000000,260
GAZP,0,20160126,100023,130.830000000,200
GAZP,0,20160126,100023,130.830000000,200
GAZP,0,20160126,100023,130.740000000,100
GAZP,0,20160126,100023,130.720000000,100
GAZP,0,20160126,100024,130.790000000,300
GAZP,0,20160126,100024,130.800000000,100
GAZP,0,20160126,100024,130.720000000,70
GAZP,0,20160126,100024,130.800000000,200
GAZP,0,20160126,100024,130.800000000,400
GAZP,0,20160126,100026,130.830000000,520
GAZP,0,20160126,100026,130.850000000,20
GAZP,0,20160126,100028,130.830000000,180
GAZP,0,20160126,100028,130.830000000,2000
GAZP,0,20160126,100028,130.830000000,900
GAZP,0,20160126,100028,130.800000000,1110
GAZP,0,20160126,100031,130.830000000,120
GAZP,0,20160126,100033,130.800000000,50
GAZP,0,20160126,100033,130.800000000,200
GAZP,0,20160126,100033,130.800000000,160
GAZP,0,20160126,100033,130.800000000,300
GAZP,0,20160126,100033,130.830000000,170
GAZP,0,20160126,100033,130.830000000,300
GAZP,0,20160126,100033,130.830000000,500
GAZP,0,20160126,100033,130.830000000,200
GAZP,0,20160126,100033,130.830000000,200
GAZP,0,20160126,100033,130.830000000,200
GAZP,0,20160126,100033,130.830000000,500
GAZP,0,20160126,100033,130.830000000,200
GAZP,0,20160126,100033,130.830000000,10
GAZP,0,20160126,100033,130.850000000,200
GAZP,0,20160126,100033,130.860000000,740
GAZP,0,20160126,100033,130.860000000,10
GAZP,0,20160126,100033,130.870000000,50
GAZP,0,20160126,100033,130.900000000,500
GAZP,0,20160126,100034,130.830000000,720
GAZP,0,20160126,100034,130.800000000,280
GAZP,0,20160126,100034,130.880000000,400
GAZP,0,20160126,100034,130.880000000,100
GAZP,0,20160126,100034,130.880000000,200
GAZP,0,20160126,100034,130.880000000,200
GAZP,0,20160126,100034,130.890000000,700
GAZP,0,20160126,100034,130.900000000,3400
GAZP,0,20160126,100034,130.800000000,1000
GAZP,0,20160126,100035,130.820000000,100
GAZP,0,20160126,100035,130.820000000,50
GAZP,0,20160126,100035,130.820000000,10
GAZP,0,20160126,100035,130.820000000,100
GAZP,0,20160126,100036,130.800000000,300
GAZP,0,20160126,100036,130.800000000,30
GAZP,0,20160126,100036,130.750000000,200
GAZP,0,20160126,100036,130.760000000,240
GAZP,0,20160126,100036,130.800000000,2570
